Original Title,Language,Text
Scarlett Johansson,zh,"斯嘉丽·英格麗·约翰逊（英語：Scarlett Ingrid Johansson，1984年11月22日－），生于美國紐約州紐約市，童星出身的丹麥和猶太裔美國女演员、歌手和模特。她的银幕处女作是1994年电影《浪子保镖》，随后，她凭借在《曼妮姐妹》（1996）中的演出获得了美国獨立精神獎最佳女主角的提名，参演《轻声细语》（1998）和《幽灵世界》（2001）又带给她更多好评和名气。2003年，她开始转型扮演成年角色，主演了《戴珍珠耳环的少女》和《迷失东京》两部影片，她因此赢得两个金球奖提名，《迷失东京》也为她赢得了英國電影學院獎最佳女主角。2010年代，除了漫威電影宇宙系列電影之中飾演《復仇者聯盟》一員的黑寡婦一角，令她在全球家傳戶曉，她近年亦都作另外嘗試，例如飾演母親的角色；2019年在《婚姻故事》飾演面對離婚的母親的女主角妮何，《兔嘲男孩》中飾演在納粹時期的單親媽媽的女配角蘿西，令她首次獲奧斯卡獎提名更同時獲得最佳女主角及最佳女配角提名，這使她成為自2007年的凱特·布蘭琪後，12年來首位在同屆奧斯卡中取得兩項演藝類別提名的演員，也成為第12位達成這記錄的演員。
《献给你的情歌》（2004）和伍迪·艾伦《赛末点》（2005）中的两个角色使约翰逊两次获得金球奖提名。她随后的作品包括《绝地再生》（2005）、《艷屍案中案》（2006）、《顶尖对决》（2006）、《午夜巴塞罗那》（2008）等。她在《超急情聖》（2013）和《皮囊之下》（2014）中的表演亦获得很高评价。自2010年起，约翰逊在漫威电影宇宙中扮演漫威漫畫角色人物黑寡妇。2019年，約翰遜憑著《婚姻故事》的表演入圍金球獎、美國演員工會獎和英國電影學院獎，並首次獲奧斯卡獎提名，同時其在《兔嘲男孩》的演繹也入選女配角獎，使她成為自2007年的凱特·布蘭琪後，12年來首位在同屆奧斯卡中取得兩項演藝類別提名的演員。
2010年，百老汇复排亚瑟·米勒的作品《桥头眺望》，约翰逊参演其中，并获得托尼奖最佳舞台劇女配角。作为歌手的她有两张专辑作品，《Anywhere I Lay My Head》和《Break Up》。
约翰逊被认为是当代好莱坞的性感象征，也进入过许多「世界性感女性」的列表，最有名的便是《时尚先生》杂志在2006和2013年两度将其列为「当今最性感女性」，使她成为唯一一位两次夺此殊荣的女性。2007年，《花花公子》杂志也将其列为「最性感名人」。"
Bradley Cooper,en,"Bradley Charles Cooper (born January 5, 1975) is an American actor and filmmaker. He has been nominated for many awards, including eight Academy Awards and a Tony Award, and has won two Grammy Awards and a BAFTA Award. Cooper appeared in Forbes Celebrity 100 on three occasions and Time's list of 100 most influential people in the world in 2015. His films have grossed $11 billion worldwide and he was named one of the world's highest-paid actors for four years.
Cooper enrolled in the MFA program at the Actors Studio in 2000 after beginning his career in 1999 with a guest role in the television series Sex and the City. He made his film debut in the comedy Wet Hot American Summer (2001). He first gained recognition as Will Tippin in the spy-action television show Alias (2001–2006), and achieved minor success with a supporting part in the comedy film Wedding Crashers (2005). His breakthrough role came in 2009 with The Hangover, a critically and commercially successful comedy, which spawned two sequels in 2011 and 2013. Cooper's portrayal of a struggling writer in the thriller Limitless (2011) and a rookie police officer in the crime drama The Place Beyond the Pines (2012) drew praise from critics.
Cooper found greater success with the romantic comedy Silver Linings Playbook (2012), the black comedy American Hustle (2013), and the war biopic American Sniper (2014), which he also produced. For his work in these films, he was nominated for four Academy Awards, becoming the tenth actor to receive an Oscar nomination in three consecutive years. In 2014, he portrayed Joseph Merrick in a Broadway revival of The Elephant Man, garnering a nomination for the Tony Award for Best Actor in a Play, and began voicing Rocket Raccoon in the Marvel Cinematic Universe. In 2018, Cooper produced, wrote, directed and starred in a remake of the musical romance A Star Is Born. He earned three Oscar nominations for the film, as well as a BAFTA Award and two Grammys for his contributions to its U.S. Billboard 200 number one soundtrack and its chart-topping lead single ""Shallow"". He gained another Academy Award nomination for producing Joker (2019).
Cooper was married to actress Jennifer Esposito from 2006 to 2007. He was also in a relationship with Russian model Irina Shayk from 2015 to 2019, with whom he has a daughter. He supports several organizations that help people fight cancer."
Bradley Cooper,fr,"Bradley Cooper est un acteur, réalisateur, producteur et chanteur, né le 5 janvier 1975 à Philadelphie.
Après une progression discrète à la télévision durant quelques années, il est révélé dans un registre comique par un second rôle dans la comédie Serial noceurs (2005), et surtout par son rôle de playboy dans la trilogie Very Bad Trip (2009-2013), réalisée par Todd Phillips. Il joue ensuite dans les films d'action L'Agence tous risques de Joe Carnahan (2010) et Limitless de Neil Burger (2011). Sa collaboration avec le réalisateur David O. Russell lui permet d'accéder à la consécration : Il est nommé à l'Oscar du meilleur acteur et à l'Oscar du meilleur acteur dans un second rôle pour ses performances dans la comédie dramatique Happiness Therapy (2012) et dans le film policier American Bluff (2013), face à sa fréquente partenaire à l'écran, Jennifer Lawrence.
Bradley Cooper incarne également des personnages complexes dans les films The Place Beyond the Pines de Derek Cianfrance (2013) et American Sniper de Clint Eastwood (2014), où son interprétation du tireur d'élite Chris Kyle lui vaut une nouvelle nomination à l'Oscar du meilleur acteur. Depuis 2014, il prête aussi sa voix à Rocket Raccoon dans Les Gardiens de la Galaxie, l'un des héros de la franchise Marvel. En 2018, il réalise son premier film A Star Is Born, dans lequel il met en scène la chanteuse Lady Gaga."
Bradley Cooper,zh,"布萊德利·查爾斯·庫柏（英語：Bradley Charles Cooper，1975年1月5日－）是美國男演員。知名代表作角色為《醉後大丈夫》的菲爾，電視影集《雙面女間諜》的威爾，喜劇電影《婚禮終結者》的塞克和影集《整形春秋》的艾丹史東。2010年出演電影《天龍特攻隊》的小白（Templeton ""Face"" Peck）。库珀以2012年爱情片《乌云背后的幸福线》和2014年战争传记片《美国狙击手》获得奥斯卡最佳男主角提名，以及2013年犯罪喜剧片《美国骗局》获得奥斯卡最佳男配角提名。2018年導演及演出《星夢情深》，此片亦獲第91屆奧斯卡金像獎8個提名，包括最佳電影及最佳男主角等、合作單曲也榮獲葛萊美獎最佳流行組合／團體表演獎。"
2019 Indian general election,en,"The 2019 Indian general election was held in seven phases from 11 April to 19 May 2019 to constitute the 17th Lok Sabha. The votes were counted and the result declared on 23 May. About 910 million people were eligible to vote, and voter turnout was over 67 per cent – the highest ever, as well as the highest ever participation by women voters.The Bharatiya Janata Party won 303 seats, further increasing its substantial majority and the BJP-led National Democratic Alliance (NDA) won 353 seats. The BJP won 37.36% of votes, while the NDA's combined vote was 45% of the 60.37 crore votes that were polled. The Indian National Congress won 52 seats, and the Congress-led United Progressive Alliance won 91. Other parties and their alliances won 98 seats.Legislative assembly elections in the states of Andhra Pradesh, Arunachal Pradesh, Odisha and Sikkim were held simultaneously with the general election, as well as by-elections to twenty-two seats of the Tamil Nadu Legislative Assembly."
2019 Indian general election,fr,"Des élections législatives indiennes de 2019 ont eu lieu du 11 avril au 19 mai 2019 afin d'élire pour cinq ans la XVIIe législature de la Lok Sabha, la chambre basse du Parlement de l'Inde. Le dépouillement a eu lieu le 23 mai 2019. Ces élections se tiennent en même temps que les scrutins pour renouveler les assemblées des États d'Andhra Pradesh, Arunachal Pradesh, Odisha et Sikkim.
Environ 900 millions de citoyens indiens étaient inscrits sur les listes électorales et la participation s'élève à 67 %, la plus élevée pour des élections générales en Inde.
Le Premier ministre nationaliste Narendra Modi réussit à remporter un second mandat avec une majorité encore accrue pour le Bharatiya Janata Party (BJP) par rapport à sa large victoire de 2014. Le Congrès national indien de Rahul Gandhi ne parvient pas à progresser au-delà d'une douzaine de sièges."
2019 Indian general election,zh,2019年的印度大选是印度历时最长的印度选举于2019年4月11日至5月19日分七个阶段进行，选出第十七届人民院的议员。最终莫迪所在的印度人民党维持了在印度人民院超半数的议席，且较上次选举席位有所增加，获得了单独组阁权，莫迪成功连任印度总理。
Central Park jogger case,en,"The Central Park jogger case was a criminal case in the United States based on the assault and rape of Trisha Meili, a 28-year-old white woman who was jogging in the park, and attacks on eight other people, in areas ranging from the North Woods to the Reservoir of Manhattan's Central Park, on the night of April 19, 1989. Three of the victims were black or Latino. Meili was so badly injured that she was in a coma for 12 days. The New York Times in 1990 described the attack on her as ""one of the most widely publicized crimes of the 1980s"".Attacks in Central Park that night were allegedly committed by a loose group of 30–32 teenagers, and police attempted to apprehend suspects after crimes began to be reported between 9 and 10 p.m. The brutally beaten Meili was not found until 1:30 a.m., after which the police hunt greatly intensified. They took into custody 14 or more other suspects over the next few days and arrested a total of ten suspects who were ultimately tried for the attacks. Among them were four African American and two Hispanic American teenagers who were indicted on May 10 on charges of assault, robbery, riot, rape, sexual abuse, and attempted murder of Meili and an unrelated man, John Loughlin. The prosecutor planned to try the defendants in two groups, then scheduled the sixth defendant to be tried last. The latter pleaded guilty in January 1991 on lesser charges and received a reduced sentence.
Prosecution of the five remaining defendants in the rape and assault case was based primarily on confessions which they had made after police interrogations. None had counsel during this questioning. Within weeks, they each withdrew these confessions, pleaded not guilty, and refused plea deals on the rape and assault charges. None of the suspects' DNA matched the DNA collected from the crime scene: two semen samples that both belonged to one unidentified man. No substantive physical evidence connected any of the five teenagers to the rape scene, but each was convicted in 1990 of related assault and other charges. Subsequently, known as the Central Park Five, they received sentences ranging from 5 to 15 years. Four of the defendants appealed their convictions, but these were affirmed by appellate courts. The four juvenile defendants served 6–7 years each; the 16-year-old was tried and sentenced as an adult and served 13 years in an adult prison. The five other defendants, indicted for assaults of other victims, pleaded guilty to reduced charges and received less severe sentences.
In 2001, Matias Reyes, a convicted murderer and serial rapist serving life in prison, confessed to officials that he had raped the female jogger. His DNA matched that found at the scene, and he provided other confirmatory evidence. He said he committed the rape alone. Reyes could not be prosecuted for raping Meili, because the statute of limitations had passed. In 2002 Robert Morgenthau, District Attorney for New York County, had his office conduct an investigation and recommended to the state court that the convictions of the five men on all charges be vacated. The court vacated their convictions in 2002, and the state withdrew all charges against the men.
In 2003, the five men sued the City of New York for malicious prosecution, racial discrimination, and emotional distress. The city refused to settle the suits for a decade because its lawyers believed that the city could win a court case. After a change in administration, the city settled in 2014 with the five plaintiffs for $41 million. The five men also filed suit against the State of New York for additional damages; this case was settled in 2016 for a total of $3.9 million."
Central Park jogger case,fr,"L'affaire de la joggeuse de Central Park est une affaire criminelle concernant le viol et les graves blessures infligées à Trisha Meili, une Américaine blanche de 28 ans, qui faisait du jogging, ainsi que l'agression de huit autres personnes dans la partie supérieure de Central Park, à Manhattan, dans la nuit du 19 avril 1989. L'agression de Trisha Meili, qui travaillait dans une banque d'investissement, ait laissée dans le coma pendant 12 jours et avec de graves séquelles physiologiques et psychologiques. En 1990, The New York Times écrit que cette affaire est l'« un des crimes les plus médiatisés des années 1980 »,.
Ce crime est rapidement présenté dans les médias comme un acte effectué par un gang. La violence et la sauvagerie sont exposés avec le terme wilding, un supposé passe-temps à la mode d'agresser gratuitement les passants dans la rue. Cinq des adolescents arrêtés dans les heures suivant ces agressions passent devant un jury populaire et sont condamnés à des peines de prison. Ils sont connus sous le nom de Central Park Five. Leurs aveux enregistrés ont été l'élément clef de l'affaire. Pourtant, ils ne sont pas les agresseurs de la joggeuse de Central Park. En 2002, Matias Reyes avoue être le seul coupable de l'agression de Trisha Meili. Les cinq de Central Park ont obtenu un dédommagement de la ville de New York à hauteur de 41 millions de dollars.
La série Dans leur regard s’inspire de l’histoire des cinq jeunes de Central Park."
Central Park jogger case,zh,"纽约中央公园慢跑者案是发生于1989年4月9日晚上的一起强奸案，受害者为28岁白人女性特丽莎·梅里，同时另有8人在公园内受到袭击。梅里在案件中受到重伤，在12天的治疗后才从昏迷状态恢复。1990年，纽约时报将此案称为“1980年代最有名的犯罪之一”。
在中央公园案的公诉中，5名少年经审判被定罪。2002年，据一名被判终生监禁的强奸惯犯供认，其曾强奸一名女性慢跑者，证实为此案后蒙冤者获得平反。2003年，5名蒙冤者因此案起诉纽约当局。最初，纽约市当局认为可以赢得官司而拒绝和解，但在管理层变动后于2014年以4000万美元达成和解。关于纽约州当局的额外补偿诉讼，则在2016年以390万美元达成和解。"
Kamala Harris,en,"Kamala Devi Harris ( KAH-mə-lə; born October 20, 1964) is an American lawyer and politician serving as the junior United States Senator from California since 2017. A member of the Democratic Party, she previously served as the 27th District Attorney of San Francisco from 2004 to 2011 and 32nd Attorney General of California from 2011 until 2017.
Harris was born in Oakland, California, and is a graduate of Howard University and University of California, Hastings College of the Law. In the 1990s, she worked in the San Francisco District Attorney's Office and the City Attorney of San Francisco's office. In 2004, she was elected District Attorney of San Francisco.
Harris won the election as California's Attorney General in 2010 and was reelected in 2014 by a wide margin. On November 8, 2016, she defeated Loretta Sanchez in the 2016 Senate election to succeed outgoing Senator Barbara Boxer, becoming California's third female U.S. Senator, and the first of either Jamaican or  Indian ancestry. Since becoming a senator, she has supported single-payer healthcare, federal descheduling of cannabis, a path to citizenship for undocumented immigrants, the DREAM Act, a ban on assault rifles, and lowering the tax burden for the working and middle classes while raising taxes on corporations and the wealthiest one percent of Americans.
She ran as a candidate for the Democratic nomination for President of the United States in the 2020 election, before ending her campaign on December 3, 2019."
Kamala Harris,fr,"Kamala Devi Harris, née le 20 octobre 1964 à Oakland (Californie), est une femme politique américaine.
Membre du Parti démocrate, elle est sénatrice pour la Californie au Congrès des États-Unis depuis 2017. Elle était auparavant procureure générale de Californie, de 2011 à 2017, durant le mandat du gouverneur Jerry Brown.
Elle se porte candidate à l’investiture démocrate pour l’élection présidentielle de 2020 mais se retire avant le début officiel des primaires."
Kamala Harris,zh,"卡瑪拉·德維·哈里斯（英語：Kamala Devi Harris；/ˈkɑːmələ/；1964年10月20日－），中文名贺锦丽，是一名美國律師、政治人物與民主黨成員。她曾擔任第32任加州检察总长，現時是加利福尼亞州資淺參議員。民族為非裔和印度裔。其正式中文名“贺锦丽”是舊金山市府婦女委員蘇榮麗在贺锦丽參選舊金山地方檢察長时为她起的，此举开舊金山地方民选官员非华裔候选人起华文名字的先河。卡瑪拉·哈里斯父親為牙買加裔美國黑人，母親是南印度泰米爾人。卡瑪拉·哈里斯從霍华德大学及加州大学哈斯汀法学院畢業後，就在1990年到1998年於阿拉米達縣擔任副地區檢察官，其後轉到三藩市地區檢察官辦公室職業犯罪科擔任管理律師（1998年－2000年）、三藩市市檢察長社區和鄰里辦公室主任（2000年－2003年）。到2003年，她擊敗時任檢察官特倫斯·哈林安當選為2004年起新任的三藩市區域檢察官，並在2007年成功連任至2011年。
2010年加州檢察总長選舉中賀錦麗當選為加州检察总长，2014年連任，是當地第一名女性、非裔、印度裔和亞裔美國人總檢察長。2016年11月8日，她在2016年美國參議院選舉擊敗同黨候選人洛雷塔·桑切斯，繼承決定退休的芭芭拉·柏克瑟之參議員席位，令她成為美國參議院第一名印度裔和第二名非裔女性參議員。
2019年1月21日，卡瑪拉·哈里斯宣布她将参加2020年美国总统选举。她是首位宣布参加2020年大选的非裔美国人，也是第四位宣布参与这次选举的女性。2019年12月3日，哈里斯退出2020年总统大选。"
Natural language processing,en,"Natural language processing (NLP) is a subfield of linguistics, computer science, information engineering, and artificial intelligence concerned with the interactions between computers and human (natural) languages, in particular how to program computers to process and analyze large amounts of natural language data.
Challenges in natural language processing frequently involve speech recognition, natural language understanding, and natural language generation."
Natural language processing,fr,"Le traitement automatique du langage naturel (abr. TALN), ou traitement automatique de la langue naturelle, ou encore traitement automatique des langues (abr. TAL) est un domaine multidisciplinaire impliquant la linguistique, l'informatique et l'intelligence artificielle, qui vise à créer des outils de traitement de la langue naturelle pour diverses applications. Il ne doit pas être confondu avec la linguistique informatique, qui vise à comprendre les langues au moyen d'outils informatiques.
Le TALN est sorti des laboratoires de recherche pour être progressivement mis en œuvre dans des applications informatiques nécessitant l'intégration du langage humain à la machine. Aussi le TALN est-il parfois appelé ingénierie linguistique. En France, le traitement automatique de la langue naturelle a sa revue, Traitement automatique des langues, publiée par l’Association pour le traitement automatique des langues (ATALA)."
Natural language processing,zh,"自然語言處理（英語：Natural Language Processing，缩写作 NLP）是人工智慧和語言學領域的分支學科。此領域探討如何處理及運用自然語言；自然語言處理包括多方面和步骤，基本有认知、理解、生成等部分。
自然語言認知和理解是讓電腦把输入的語言变成有意思的符号和关系，然后根据目的再處理。自然語言生成系統则是把計算機數據轉化為自然語言。"
Data Science,en,"Data science is an inter-disciplinary field that uses scientific methods, processes, algorithms and systems to extract knowledge and insights from structured and unstructured data. Data science is related to data mining and big data.
Data science is a ""concept to unify statistics, data analysis, machine learning and their related methods"" in order to ""understand and analyze actual phenomena"" with data. It employs techniques and theories drawn from many fields within the context of mathematics, statistics, computer science, and information science. Turing award winner Jim Gray imagined data science as a ""fourth paradigm"" of science (empirical, theoretical, computational and now data-driven) and asserted that ""everything about science is changing because of the impact of information technology"" and the data deluge. In 2015, the American Statistical Association identified database management, statistics and machine learning, and distributed and parallel systems as the three emerging foundational professional communities."
Data Science,fr,"En termes généraux, la science des données est l'extraction de connaissance d'ensembles de données,. Elle emploie des techniques et des théories tirées de plusieurs autres domaines plus larges des mathématiques, analyse, optimisation et statistique principalement, la théorie de l'information et la technologie de l'information, notamment le traitement de signal, des modèles probabilistes, l'apprentissage automatique, l'apprentissage statistique, la programmation informatique, l'ingénierie de données, la reconnaissance de formes et l'apprentissage, la visualisation, l'analytique prophétique, la modélisation d'incertitude, le stockage de données, la compression de données et le calcul à haute performance. Les méthodes qui s'adaptent aux données de masse sont particulièrement intéressantes dans la science des données, bien que la discipline ne soit généralement pas considérée comme limitée à ces données.
La science des données (en anglais data science) est une discipline qui s'appuie sur des outils mathématiques, de statistiques, d'informatique (cette science est principalement une « science des données numériques ») et de visualisation des données. Elle est en plein développement, dans le monde universitaire ainsi que dans le secteur privé et le secteur public. Moore en 1991 a défini la statistique comme la science des données (définition reprise par d'autres dont James T. McClave et al. en 1997)  et U. Beck en 2001 oppose la science des données à la science de l'expérience, voyant une dissociation croissante entre ces deux types de science, que tendrait selon lui à encourager une société de la gestion du risque au sein d'une « civilisation du danger »."
Data Science,zh,"数据科学（英語：data science）是一门利用数据学习知识的学科，其目标是通过从数据中提取出有价值的部分来生产数据产品。它结合了诸多领域中的理论和技术，包括应用数学、统计、模式识别、机器学习、数据可视化、数据仓库以及高性能计算。数据科学通过运用各种相关的数据来帮助非专业人士理解问题。
数据科学技术可以帮助我们如何正确的处理数据并协助我们在生物学、社会科学、人类学等领域进行研究调研。此外，数据科学也对商业竞争有极大的帮助。"
Artificial intelligence,en,"In computer science, artificial intelligence (AI), sometimes called machine intelligence, is intelligence demonstrated by machines, in contrast to the natural intelligence displayed by humans. Leading AI textbooks define the field as the study of ""intelligent agents"": any device that perceives its environment and takes actions that maximize its chance of successfully achieving its goals. Colloquially, the term ""artificial intelligence"" is often used to describe machines (or computers) that mimic ""cognitive"" functions that humans associate with the human mind, such as ""learning"" and ""problem solving"".As machines become increasingly capable, tasks considered to require ""intelligence"" are often removed from the definition of AI, a phenomenon known as the AI effect. A quip in Tesler's Theorem says ""AI is whatever hasn't been done yet."" For instance, optical character recognition is frequently excluded from things considered to be AI , having become a routine technology. Modern machine capabilities generally classified as AI include successfully understanding human speech, competing at the highest level in strategic game systems (such as chess and Go), autonomously operating cars, intelligent routing in content delivery networks, and military simulations.
Artificial intelligence was founded as an academic discipline in 1955, and in the years since has experienced several waves of optimism, followed by disappointment and the loss of funding (known as an ""AI winter""), followed by new approaches, success and renewed funding. For most of its history, AI research has been divided into subfields that often fail to communicate with each other. These sub-fields are based on technical considerations, such as particular goals (e.g. ""robotics"" or ""machine learning""), the use of particular tools (""logic"" or artificial neural networks), or deep philosophical differences. Subfields have also been based on social factors (particular institutions or the work of particular researchers).The traditional problems (or goals) of AI research include reasoning, knowledge representation, planning, learning, natural language processing, perception and the ability to move and manipulate objects. General intelligence is among the field's long-term goals. Approaches include statistical methods, computational intelligence, and traditional symbolic AI. Many tools are used in AI, including versions of search and mathematical optimization, artificial neural networks, and methods based on statistics, probability and economics. The AI field draws upon computer science, information engineering, mathematics, psychology, linguistics, philosophy, and many other fields.
The field was founded on the assumption that human intelligence ""can be so precisely described that a machine can be made to simulate it"". This raises philosophical arguments about the nature of the mind and the ethics of creating artificial beings endowed with human-like intelligence. These issues have been explored by myth, fiction and philosophy since antiquity. Some people also consider AI to be a danger to humanity if it progresses unabated. Others believe that AI, unlike previous technological revolutions, will create a risk of mass unemployment.In the twenty-first century, AI techniques have experienced a resurgence following concurrent advances in computer power, large amounts of data, and theoretical understanding; and AI techniques have become an essential part of the technology industry, helping to solve many challenging problems in computer science, software engineering and operations research."
Artificial intelligence,fr,"L'intelligence artificielle (IA) est « l'ensemble des théories et des techniques mises en œuvre en vue de réaliser des machines capables de simuler l'intelligence ». Elle correspond donc à un ensemble de concepts et de technologies plus qu'à une discipline autonome constituée. D'autres, remarquant la définition peu précise de l'IA, notamment la CNIL, introduisent ce sujet comme « le grand mythe de notre temps ».
Souvent classée dans le groupe des sciences cognitives, elle fait appel à la neurobiologie computationnelle (particulièrement aux réseaux neuronaux), à la logique mathématique (partie des mathématiques et de la philosophie) et à l'informatique. Elle recherche des méthodes de résolution de problèmes à forte complexité logique ou algorithmique. Par extension elle désigne, dans le langage courant, les dispositifs imitant ou remplaçant l'homme dans certaines mises en œuvre de ses fonctions cognitives.
Ses finalités et son développement suscitent, depuis toujours, de nombreuses interprétations, fantasmes ou inquiétudes s'exprimant tant dans les récits ou films de science-fiction que dans les essais philosophiques. La réalité semble encore tenir l'intelligence artificielle loin des performances du vivant ; ainsi, l'IA reste encore bien inférieure au chat dans toutes ses aptitudes naturelles."
Artificial intelligence,zh,"人工智能（英語：Artificial Intelligence，缩写为AI）亦稱智械、機器智能，指由人製造出來的機器所表現出來的智能。通常人工智能是指通过普通電腦程式來呈現人類智能的技術。該詞也指出研究這樣的智能系統是否能夠實現，以及如何實現。同时，通過醫學、神經科學、機器人學及統計學等的進步，常態預測則認為人類的無數職業也逐漸被其取代。人工智能於一般教材中的定义领域是“智慧主体（intelligent agent）的研究与设计”，智慧主体指一个可以观察周遭环境并作出行动以达致目标的系统。约翰·麦卡锡于1955年的定义是「制造智能机器的科学与工程」。安德烈亚斯·卡普兰（Andreas Kaplan）和迈克尔·海恩莱因（Michael Haenlein）将人工智能定义为“系统正确解释外部数据，从这些数据中学习，并利用这些知识通过灵活适应实现特定目标和任务的能力”。人工智能的研究是高度技术性和专业的，各分支领域都是深入且各不相通的，因而涉及範圍極廣。人工智能的研究可以分为几个技术问题。其分支领域主要集中在解决具体问题，其中之一是，如何使用各种不同的工具完成特定的应用程序。
AI的核心问题包括建構能夠跟人類似甚至超卓的推理、知识、规划、学习、交流、感知、移物、使用工具和操控机械的能力等。人工智能目前仍然是该领域的长远目标。目前強人工智慧已經有初步成果，甚至在一些影像辨識、語言分析、棋類遊戲等等單方面的能力達到了超越人類的水平，而且人工智慧的通用性代表著，能解決上述的問題的是一樣的AI程式，無須重新開發算法就可以直接使用現有的AI完成任務，與人類的處理能力相同，但達到具備思考能力的統合強人工智慧還需要時間研究，比较流行的方法包括统计方法，计算智能和传统意义的AI。目前有大量的工具应用了人工智能，其中包括搜索和数学优化、逻辑推演。而基於仿生學、認知心理學，以及基于概率论和经济学的演算法等等也在逐步探索當中。"
Machine learning,en,"Machine learning (ML) is the scientific study of algorithms and statistical models that computer systems use to perform a specific task without using explicit instructions, relying on patterns and inference instead. It is seen as a subset of artificial intelligence. Machine learning algorithms build a mathematical model based on sample data, known as ""training data"", in order to make predictions or decisions without being explicitly programmed to perform the task. Machine learning algorithms are used in a wide variety of applications, such as email filtering and computer vision, where it is difficult or infeasible to develop a conventional algorithm for effectively performing the task.
Machine learning is closely related to computational statistics, which focuses on making predictions using computers. The study of mathematical optimization delivers methods, theory and application domains to the field of machine learning. Data mining is a field of study within machine learning, and focuses on exploratory data analysis through unsupervised learning. In its application across business problems, machine learning is also referred to as predictive analytics."
Machine learning,fr,"L'apprentissage automatique, (en anglais : machine learning, litt. « apprentissage machine, »), apprentissage artificiel ou apprentissage statistique est un  champ d'étude de l'intelligence artificielle qui se fonde sur des approches mathématiques et statistiques pour donner aux ordinateurs la capacité d' « apprendre » à partir de données, c'est-à-dire d'améliorer leurs performances à résoudre des tâches sans être explicitement programmés pour chacune. Plus largement, il concerne la conception, l'analyse, l'optimisation, le développement et l'implémentation de telles méthodes.
L'apprentissage automatique comporte généralement deux phases. La première consiste à estimer un modèle à partir de données, appelées observations, qui sont disponibles et en nombre fini, lors de la phase de conception du système. L'estimation du modèle consiste à résoudre une tâche pratique, telle que traduire un discours, estimer une densité de probabilité, reconnaître la présence d'un chat dans une photographie ou participer à la conduite d'un véhicule autonome. Cette phase dite « d'apprentissage » ou « d'entraînement » est généralement réalisée préalablement à l'utilisation pratique du modèle. La seconde phase correspond à la mise en production : le modèle étant déterminé, de nouvelles données peuvent alors être soumises afin d'obtenir le résultat correspondant à la tâche souhaitée. En pratique, certains systèmes peuvent poursuivre leur apprentissage une fois en production, pour peu qu'ils aient un moyen d'obtenir un retour sur la qualité des résultats produits.
Selon les informations disponibles durant la phase d'apprentissage, l'apprentissage est qualifié de différentes manières. Si les données sont étiquetées (c'est-à-dire que la réponse à la tâche est connue pour ces données), il s'agit d'un apprentissage supervisé. On parle de classification ou de classement si les étiquettes sont discrètes, ou de régression si elles sont continues. Si le modèle est appris de manière incrémentale en fonction d'une récompense reçue par le programme pour chacune des actions entreprises, on parle d'apprentissage par renforcement. Dans le cas le plus général, sans étiquette, on cherche à déterminer la structure sous-jacente des données (qui peuvent être une densité de probabilité) et il s'agit alors d'apprentissage non supervisé. L'apprentissage automatique peut être appliqué à différents types de données, tels des graphes, des arbres, des courbes, ou plus simplement des vecteurs de caractéristiques, qui peuvent être continues ou discrètes."
Machine learning,zh,"机器学习是人工智能的一个分支。人工智能的研究历史有着一条从以“推理”为重点，到以“知识”为重点，再到以“学习”为重点的自然、清晰的脉络。显然，机器学习是实现人工智能的一个途径，即以机器学习为手段解决人工智能中的问题。机器学习在近30多年已发展为一门多领域交叉学科，涉及概率论、统计学、逼近论、凸分析、计算复杂性理论等多门学科。机器学习理论主要是设计和分析一些让计算机可以自动“学习”的算法。机器学习算法是一类从数据中自动分析获得规律，并利用规律对未知数据进行预测的算法。因为学习算法中涉及了大量的统计学理论，机器学习与推断统计学联系尤为密切，也被称为统计学习理论。算法设计方面，机器学习理论关注可以实现的，行之有效的学习算法。很多推论问题属于无程序可循难度，所以部分的机器学习研究是开发容易处理的近似算法。
机器学习已广泛应用于数据挖掘、计算机视觉、自然语言处理、生物特征识别、搜索引擎、医学诊断、检测信用卡欺诈、证券市场分析、DNA序列测序、语音和手写识别、战略游戏和机器人等领域。"
